memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
recalled,3,2,"It was a beautiful view of the fields at the ceremony, but it was way too hot for an outdoor wedding.",0.625,0.25,0.75
recalled,3,3,"The reception was inside one of the storage facilities, so that didn't help.",0.625,0.125,0.625
recalled,3,4,"They were having issues with the food too, as there wasn't enough of it and they had to order pizza.",0.875,0.0,0.875
recalled,3,5,It was nice going and seeing family members I hadn't seen in a long time.,0.125,0.25,0.375
recalled,3,6,We got a big picture with all the cousins together.,0.5,0.25,0.625
recalled,3,7,"Some of my cousins live in England, so it was great to see them and catch up.",0.25,0.125,0.375
recalled,3,8,The most memorable thing about the wedding was the video they played about my cousin and her husband's history.,0.375,0.5,0.875
recalled,3,9,It was well put together and emotional.,0.125,0.125,0.25
recalled,3,10,"Once it got dark the heat wasn't so bad, and at least the portable bathrooms they provided were air conditioned.",0.125,0.375,0.5
recalled,3,11,It was only an hour away from where I live too so it was an easy drive back and forth.,0.125,0.125,0.25
recalled,3,12,"They offered hotels for any guests who wanted to stay the night, but I'd rather sleep in my own bed.",0.125,0.25,0.375
recalled,3,13,It was definitely a memorable night.,0.125,0.25,0.25
recalled,3,14,I don't get out to the country often.,0.125,0.0,0.125
retold,1,0,This was a while ago now.,0.25,0.125,0.25
retold,1,1,I may not remember as many details.,0.0,0.375,0.375
retold,1,2,The wedding took place on a farm that belonged to my cousin's father-in-law.,0.875,0.125,0.875
retold,1,3,"Since there were no trees around, it was nice and quiet and quite beautiful.",0.25,0.0,0.25
retold,1,4,"It was very hot, and the reception being held in a nearby metal barn didn't help either.",0.625,0.0,0.625
retold,1,5,"The bathrooms were in a trailer that was air conditioned, so that was nice.",0.375,0.125,0.375
retold,1,6,"I was able to see family from Chicago, England, LA, and other places I don't normally get to see.",0.375,0.25,0.5
retold,1,7,It was fun watching my dad have to squirm while he interacted with brothers he doesn't particularly care for.,0.25,0.25,0.5
retold,1,8,"They had an issue with food running out, so my aunt had to call a local pizza place for an emergency order.",0.5,0.375,0.875
retold,1,9,In the end it all worked out.,0.125,0.125,0.25
retold,1,10,"The ceremony was nice, and my cousin looked beautiful in her dress.",0.375,0.25,0.375
retold,1,11,"I felt like I was sweating too much due to the heat, and the pictures I'm in I don't look too good in.",0.125,0.25,0.375
retold,1,12,"In an odd turn of events, I never actually got to speak to her husband, even though we were in a picture together.",0.5,0.0,0.5
retold,1,13,But I understand they were very busy that day and had a lot of guests to interact with.,0.0,0.125,0.125
retold,1,14,Overall I had a very good time at the wedding.,0.0,0.25,0.25
imagined,1,0,Every saturday i tend my garden.,0.375,0.5,0.75
imagined,1,1,I started putting up feeders around to see some of the nature.,0.25,0.625,0.875
imagined,1,2,"For the first few weeks I got nothing and no activity, then about a month ago animals came.",0.75,0.25,0.875
imagined,1,3,"Mostly squirrels at first and a few deer, and one tiny humming bird.",0.0,0.375,0.375
imagined,1,4,I was out misting the peonies and the bird kept flitting in and out of the hose.,0.375,0.125,0.5
imagined,1,5,I moved the hose and the bird moved too.,0.5,0.125,0.625
imagined,1,6,Eventually i got a chair and just sat spraying the mist and letting the bird flutter around.,0.125,0.25,0.375
imagined,1,7,They are incredibly beautiful creatures and also very small.,0.0,0.0,0.0
imagined,1,8,I worried i might get it too wet to fly but that didnt happen.,0.0,0.0,0.0
imagined,1,9,I was happy the bird was there and it seemed happy to be getting misted.,0.0,0.125,0.125
imagined,1,10,It was a wonderful moment of man and nature coming together.,0.0,0.0,0.0
imagined,1,11,As the bird flew away I smiled and hoped he would be back again.,0.0,0.5,0.5
imagined,1,12,So far i havent seen him but i will remember the simple joy i got that morning.,0.0,0.125,0.125
imagined,1,13,I am glad i could provide for nature and enjoy moments like that.,0.0,0.125,0.125
imagined,1,14,I hope everyone can take some time to enjoy the little things in life.,0.0,0.125,0.125
recalled,3,0,It was about a month ago during a rather warm July morning.,0.125,0.375,0.375
recalled,3,1,"I was watering the plants, vegetables, and Cacti.",0.125,0.625,0.75
recalled,3,2,"I was feel kind of low due to not seeing many of my friends anymore due to everyone being busy with their own schedule, and work being a little slow was also on my mind.",0.125,0.375,0.5
recalled,3,3,"I may have been feeling sorry for myself, but the wounds were real.",0.0,0.375,0.375
recalled,3,4,As I watered the cacti by the chain link fence I noticed a humming bird.,0.625,0.25,0.875
recalled,3,5,"At first I thought he was just doing his early morning pollen rituals, but to my surprise he wanted water.",0.25,0.25,0.5
recalled,3,6,The thing is he did not want water to drink he wanted to get wet by the mist of the garden hose.,0.375,0.25,0.625
recalled,3,7,I turned down the pressure of the hose to a fine mist and pointed the mist into the direction of the humming bird .,0.25,0.375,0.625
recalled,3,8,The bird loved it he stayed stationary in the water stream for a long time.,0.375,0.25,0.625
recalled,3,9,If I moved the hose a little he would follow to stay in the stream.,0.25,0.125,0.375
recalled,3,10,It was great the bird had no fear of animosity of a human.,0.0,0.125,0.125
recalled,3,11,He knew there was a human controlling the hose and he did not care he wanted water on this warm summer day.,0.0,0.25,0.25
recalled,3,12,"I felt great, I felt a connection with this little bird, we at this brief aquatic encounter were friends.",0.25,0.375,0.625
recalled,3,13,It seemed that God saw my loneliness and sent me a friend.,0.0,0.25,0.25
recalled,3,14,That small communal moment with nature make me feel better for the rest of the day.,0.25,0.25,0.375
recalled,3,15,I started to realize that day can friends come in all shapes and sizes.,0.25,0.0,0.25
retold,2,0,It was a warm summer morning.,0.0,0.625,0.625
retold,2,1,I was doing my morning chores and I was finishing up of the watering in the garden and backyard plants.,0.125,0.5,0.625
retold,2,2,I was felling a little low due to work being a little slow.,0.125,0.125,0.25
retold,2,3,I saw a hummingbird at the corner of my eye.,0.625,0.25,0.875
retold,2,4,It was darting in and out of the hose water stream.,0.125,0.25,0.375
retold,2,5,I lowered the pressure on the house to a fine mist.,0.0,0.625,0.625
retold,2,6,The hummingbird loved this.,0.25,0.125,0.375
retold,2,7,He/She darted in and out of the stream of water.,0.5,0.0,0.5
retold,2,8,"It was no afraid of me, it liked the water.",0.25,0.0,0.25
retold,2,9,It took its fill by drinking and cooling off its shiny feathers on a hot summer morning.,0.25,0.25,0.5
retold,2,10,the humming bird took to flight after it has its fill.,0.0,0.375,0.375
retold,2,11,I felt closer to nature that morning.,0.0,0.0,0.0
retold,2,12,I felt that humans and animals can work together and help each other out.,0.0,0.0,0.0
retold,2,13,It was a good morning.,0.0,0.0,0.0
retold,2,14,I still thing about my brief time being close with a hummingbird.,0.0,0.125,0.125
imagined,2,0,"About twelve weeks ago, my husband and I decided to head down to Miami.",0.875,0.75,1.0
imagined,2,1,I wanted to see my sister and surprise her on her birthday.,0.5,0.125,0.625
imagined,2,2,Seeing the rest of the family was also a big plus.,0.0,0.5,0.5
imagined,2,3,"Because the family is kind of spread out around the country, we don't get to see each other as often as we would like.",0.25,0.125,0.375
imagined,2,4,We decided to drive down instead of flying so we could make it into more of a road trip.,0.25,0.25,0.5
imagined,2,5,I found that part of it to be very relaxing.,0.125,0.125,0.25
imagined,2,6,Seeing all of the sites along the way was a great experience.,0.25,0.375,0.625
imagined,2,7,When we finally arrived in Miami we immediately set out to get the surprise party worked out.,0.25,0.375,0.625
imagined,2,8,It really paid off.,0.125,0.125,0.25
imagined,2,9,I don't think I've ever seen my sister so surprised or happy when we all yelled Surprise and turned on the lights when she opened the door.,0.5,0.25,0.625
imagined,2,10,There were three different cakes and each one was more delicious than the last.,0.125,0.125,0.25
imagined,2,11,The chocolate cake was my personal favorite.,0.125,0.125,0.25
imagined,2,12,"The entire night, you couldn't pry the smile off of my sister's face.",0.125,0.25,0.375
imagined,2,13,She was talking a mile a minute and was just beaming the whole time.,0.0,0.375,0.375
imagined,2,14,"Overall, it was a great trip for us and the family as well.",0.0,0.125,0.125
recalled,3,0,In April I traveled with my husband to Miami to visit my niece and family.,0.75,0.5,0.875
recalled,3,1,We celebrated my sister's 74 birthday.,0.375,0.25,0.5
recalled,3,2,We drove down and spent one night on the road both coming and going.,0.125,0.5,0.625
recalled,3,3,We had a great time with all of them.,0.125,0.25,0.375
recalled,3,4,We toured a lighthouse.,0.375,0.25,0.625
recalled,3,5,We played games and watched movies and took walks.,0.125,0.5,0.625
recalled,3,6,We also played with a two year old and found out that another one is on the way.,0.625,0.25,0.875
recalled,3,7,We had some great food.,0.25,0.375,0.625
recalled,3,8,We had a low country boil in honor of my sister's birthday.,0.25,0.125,0.375
recalled,3,9,We had some great fried rice.,0.125,0.25,0.375
recalled,3,10,We visited an outlet mall and enjoyed walking around and seeing all the bargains.,0.25,0.5,0.625
recalled,3,11,The traffic was bad coming home.,0.375,0.25,0.625
recalled,3,12,If they didn't live in such a hot area of the country we might move there.,0.125,0.125,0.25
recalled,3,13,We enjoyed being with them a lot.,0.0,0.125,0.125
recalled,3,14,Maybe we will go back next year.,0.125,0.125,0.25
recalled,3,15,Or maybe we should plan a trip for Dec. when the new baby is born.,0.375,0.0,0.375
retold,1,0,In April my husband and I drove from Tennessee to Miami to celebrate my older sister's birthday and to see our niece and family.,0.75,0.875,0.875
retold,1,1,It was a long drive and we stopped some place about 2 hours away for the night.,0.375,0.375,0.75
retold,1,2,"We arrived right at lunchtime, but my sister and husband hadn't gotten there yet.",0.375,0.25,0.625
retold,1,3,They were coming from just across the state.,0.125,0.25,0.375
retold,1,4,So we had a little time to visit with my niece who I'll call N. We also got to meet her staff who works out of N's home.,0.375,0.5,0.875
retold,1,5,"Once my sister (C) arrived we started to have lunch, but not before N took her mother's sandwich and hid it.",0.625,0.0,0.625
retold,1,6,She made C find it in the oven which was her way of telling her mom and dad that a new grandchild was on the way.,0.625,0.0,0.625
